id,sent0,sent1,label-false,perplexity,predicted_false
1901,Blue is a color,Turkey is a color,1,298203.2973700357,0.0
702,She's a yogurt now and doesn't do anything fun,She's a yogi now and doesn't do anything fun,0,3507735.744875889,0.0
218,Paper comes from tears cried by the planet,Paper comes from trees,0,7436287.184619026,1.0
574,He ate an interesting book.,He read an interesting book.,0,1182845.7237792371,1.0
184,You are likely to find zebras in an office building,You are likely to find office space in an office building,0,4544007.790855231,1.0
276,Pitchers throw the ball from the pitcher's mound to the plate.,Outfielders catch the ball from pitchers.,1,3090571.952791941,0.0
409,He fed the dog kibble.,He fed the dog eucalyptus leaves.,1,3789989.7723970963,1.0
531,plastic can be transparent,Plastic is not reusable,1,4785826.614508322,0.0
1856,a boy rides a bike,a donkey rides a bike,1,8602797.176534124,0.0
986,the sun rises in the west,the sun rises in the east,0,4680119.803771243,0.0
994,kids often start speaking when they twelve months old,kids do not learn how to speak until they learn to walk,1,14228648.282330219,1.0
1611,I cooked the chicken in the refrigerator.,I cooked the chicken in the oven last night.,0,1593634.0291632365,0.0
1871,she likes to sit on babies from time to time,she likes to babysit from time to time,0,547111.0690772884,0.0
191,The assistant entered the purchase order into the company system.,The order entered a system by the assistant.,1,5288300.977597443,0.0
1418,Volcanoes produce snowballs when they erupt.,Volcanoes create lava which is created through high heat temperature.,0,651651.5108030344,0.0
365,Joey likes to eat poison,Joey likes to eat fruits,0,9215750.940255912,1.0
1075,The dog was clean after playing in the mud.,The dog got dirty when she played in the mud.,0,4749629.23853887,1.0
1024,Garry washed his clothes yesterday,humans use gas to wash their clothes,1,2539119.1933054775,0.0
245,Knives hurt children.,Knives heal children.,1,10770605.99060613,0.0
1283,There is a car engine on an airplane,A car runs on roads,0,5227059.27552556,1.0
529,Racism is over,Racism is hurtful,0,45241325.80840735,1.0
1093,I took notes during class.,I took home the gold during class.,1,1119899.0266974287,0.0
905,at night it's easy to find the moon,at night it's easy to find sun,1,1476837.9182551762,0.0
899,He returned five books to the library,He returned five octopus to the library,1,908481.7745575905,0.0
832,snakes can eat rats,rats can eat snakes,1,8354720.998107455,0.0
1120,she wants to drink some water because she is thirsty,she wants to drink some water because she is full,1,1632216.5338805097,0.0
1939,I bought a car in the book store,I bought a history book in the book store,0,7769208.004543528,1.0
1043,people behave badly if they are angry,people behave softly if they are angry,1,3148127.5969778593,1.0
883,all films are real life,a scene is part of a film,0,788725.5053961923,0.0
1757,I have both a car and a bike,my car is smaller than my bike,1,40877589.19095967,1.0
1287,He played a game with children,He played a game with fairies,1,8437393.681451717,1.0
1114,"If it had rained, you would got wet.","If it is a sunny day, you would got wet.",1,9372240.225821573,0.0
8,ice hockey is a sport,ice hockey is a financial institution,1,1308244.9241805219,1.0
1945,He put water without a container in the freezer for 24 hours,He put a watermelon in the freezer for 24 hours,0,7603933.920226662,0.0
1053,The desert has sand that you can drink.,"The desert is very dry, so bring water when you go.",0,6180840.342704503,1.0
1123,My friend runs for 2 inches every day.,My friend runs for 2 miles every day.,0,14091017.931421323,0.0
